created_at,id,text,source,name,username,location,verified,description,profile_image_url,retweets,likes,attachments,replies
2022-06-10 23:00:30+00:00,1535396517426741248,Worst thing about losing an IG 4 me is the looooong list of potential models that i lose in the process😩 #STRESSED,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,10,[],"[{'id': '1535404060089716737', 'reply': '@TheDestinysToes @Footacular1 I’m never gonna put my all into IG like back in the day but i don’t think i could fully dead the platform. It’s just too popular 😩', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'id': '1535426074854711297', 'reply': '@TheDestinysToes @wgtfent @Footacular1 This is why I keep screenshots &amp; use the notes app ☝🏾', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.30""}'}, {'id': '1535402807645200384', 'reply': '@Footacular1 @wgtfent Amen! We started late w twitter and lost IG THREE TIMES!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.29""}'}, {'id': '1535404353296670720', 'reply': '@wgtfent @Footacular1 We got violated wayyy too many times for really dumb shit after that we just decided a Twitter it is', 'classification': '{""prediction"":""Negative"",""Probability"":""0.30""}'}, {'id': '1535402207734112256', 'reply': '@wgtfent Yea! Everyone just don’t fuck wit Twitter like that. But I can’t play those IG games no more 🤦🏽\u200d♂️', 'classification': '{""prediction"":""Negative"",""Probability"":""0.43""}'}]"
2022-06-10 18:19:24+00:00,1535325773464223744,i am #stressed besties,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,1,[],"[{'id': '1535330383016955906', 'reply': '@vincentsIove WHY‼️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]"
2022-06-10 16:04:36+00:00,1535291850134790144,Studying for finals! #finals #stressed #URC @LeFortniteW https://t.co/WA4TnK22bE,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,1,5,['None - 854x640 - Alt: None'],"[{'id': '1535292440994844672', 'reply': '@a_marangiello @LeFortniteW Look at my son. So proud of him!!!😇', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'id': '1535311991417495553', 'reply': '@a_marangiello who tf is this bum', 'classification': '{""prediction"":""Negative"",""Probability"":""0.36""}'}]"
2022-06-10 15:24:37+00:00,1535281788981059584,just another day of me wanting to quit my jobs and drop out of school and just like run a coffee shop or something #stressed,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,18,[],"[{'id': '1535287815814119424', 'reply': '@jilly_bby i want to own and operate the bar from its always sunny with my closest friends but society won’t accept that 😔', 'classification': '{""prediction"":""Positive"",""Probability"":""0.29""}'}, {'id': '1535812363982626816', 'reply': '@complaingel Wow that is truly the dream', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'id': '1535288697834332160', 'reply': '@jilly_bby We can open one together if you want cuz I’m right there with you', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
2022-06-10 09:37:07+00:00,1535194339214770176,@ThreeUK customer service is so bad. All I want to do is turn off my voicemail because Three are the only people leaving me voicemails. 20 mins on hold so far and I got disconnected. #stressed,Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,1,[],"[{'id': '1535202044864249856', 'reply': ""@MarieMcgee66 Oh no! We're so sorry about that, Marie. That's not a great experience and we want to turn that around. Please reach out to us here: https://t.co/cpJkjb9o56. Please make sure you’re the account holder. We’re here 8am – 8pm during the week and 9am – 6pm at the weekend -Suzi"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
2022-06-09 20:21:38+00:00,1534994148582998016,very #stressed feeling #stupid,Twitter for iPhone,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,0,[],"[{'id': '1534994158703853584', 'reply': 'https://t.co/2BlGnxH73J', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}]"
2022-06-09 18:01:17+00:00,1534958830139887616,I shouldn't be made to feel like shit just cos I asked u to do something 😕  #stressed #notfair #fucklife,Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,1,[],"[{'id': '1534985494123118594', 'reply': '@pooliechick Aww hope your doing ok ❤️❤️❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.30""}'}, {'id': '1534988781194989568', 'reply': '@hatreenax Its a case of having to be ok but thank you xxx', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}]"
2022-06-09 16:49:35+00:00,1534940783664517120,With your last $50 would you put it into Luna Classic or would you buy groceries?                                   #lunaClassic #lunc #luncburn #dirtpoor #stressed,Twitter for Android,‎ً ★ mar’s fiancé ?! 2,tobesocharly,"my policeman enthusiast     ⌗1 Nana’s House stan !!
   💿 TRACK 1 & 11 OWNER ¿??
zZz married to kiwi intro          … home = louist91",False,⠀⠀ ⠀ ⠀. . . vic de angelis’ https://t.co/0jVRPSDk1z 🚬 She They,https://pbs.twimg.com/profile_images/1533745277898727427/V_3Zh2Lw_normal.jpg,0,5,[],"[{'id': '1534965159491686400', 'reply': '@1LUNCarmy @halfwaythere_1 #Luna is a very good example. Most people who invested all their money ended up jumping off the building.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534975108594315264', 'reply': '@bwww77 @1LUNCarmy I guess the question should be, would you put $50 into lunc? If the burn rate is as predicted that $50 could turn into $690,000.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.33""}'}, {'id': '1534975692664098816', 'reply': ""@halfwaythere_1 @1LUNCarmy If you only have 50 dollars left, I won't invest it in #LUNC ."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'id': '1534943591801442304', 'reply': ""@halfwaythere_1 Never put your last money into #cryptocurrency whether it's #lunc #BTC or anything! Only put in what you can afford! 🤙"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.22""}'}, {'id': '1534968326719414274', 'reply': '@bwww77 @1LUNCarmy @halfwaythere_1 https://t.co/QwD35Lb15v', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}]"
2022-06-09 04:41:27+00:00,1534757542508646400,"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #Cardano  #luna #terraluna #bitcoin #eth

https://t.co/pswXy5cjb1",Twitter Web App,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,1,5,[],"[{'id': '1534828954317688832', 'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
2022-06-09 04:40:46+00:00,1534757369682399232,"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #xlm #luna #terraluna #bitcoin #dogecoin

https://t.co/pswXy5cjb1",Twitter Web App,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,0,1,[],"[{'id': '1534829600357982208', 'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
2022-06-08 21:30:16+00:00,1534649032420868096,@FortniteGame please fix this “friend request accepted” bug that happens every time we log into the game. #stressed #Fortnite #FortniteVibin,Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,0,5,[],"[{'id': '1534905067068964865', 'reply': ""@ScottyWantsToNo @FortniteGame Yeah its really hard to vibe when you're getting constant pop ups every time you boot up the game going through your entire friend list. #vibekiller"", 'classification': '{""prediction"":""Negative"",""Probability"":""0.25""}'}]"
2022-06-08 18:19:41+00:00,1534601071359688704,More than a little delirious today. My last day in California for a while. #moving #tired #stressed,Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,2,13,[],"[{'id': '1534632757787144192', 'reply': '@pianotm26 Thank you, Thomas!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534618421484146689', 'reply': '@DonCardenasArt Thanks very much!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534614321451347968', 'reply': '@LazyHorde Thank you!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534612465937522688', 'reply': '@schiekapedia Good luck!!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.08""}'}, {'id': '1534626077519319043', 'reply': '@schiekapedia Wishing you all the best in your journey down the highway!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'id': '1534614806661107712', 'reply': '@schiekapedia Take care and good luck!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
2022-06-08 16:06:10+00:00,1534567469649743872,When you literally get 11 minutes from the time your finger presses the button on the first image to get around several levels and places with cameras and lights at sjp till you take the last shot… #stressed but got the job done in record time! Welcome back @Mattytargett https://t.co/srmEUQJx5K,Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,52,2036,"['https://pbs.twimg.com/media/FUvg-iCWUAAxnfy.jpg - 1348x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iDXoAEaWY5.jpg - 1204x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iVXsAIZLgX.jpg - 1306x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-n5XoAg0xTS.jpg - 1426x2048 - Alt: None']","[{'id': '1534936798958346240', 'reply': '@deezamc79 @Mattytargett And it got delayed…  I could’ve had at least 2 more minutes with 4 more backdrops… 🤣🤣', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'id': '1534824881904402432', 'reply': '@iamserenataylor @Mattytargett Loving your work! Great gig?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'id': '1534652296126427136', 'reply': '@iamserenataylor @Mattytargett well done :)', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534652179604197377', 'reply': '@iamserenataylor @Mattytargett #NUFC https://t.co/oPimcb48aG', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534669046351859714', 'reply': '@manxpie86 @iamserenataylor @Mattytargett Twats dressed like twas and Matt Targett', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'id': '1534838650852233223', 'reply': '@iamserenataylor @MitchT1998 @Mattytargett Great work Serena ...keep it up plenty more to do this summer I reckon', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'id': '1534948442795122688', 'reply': '@iamserenataylor @Mattytargett Ahhh fairs.  I meant it in  a positive way suggesting maybe your team had grown or some stuff had been updated to help you kind of thing.  Maybe just the other departments are now a tad more professional lol.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'id': '1534801316073062400', 'reply': ""@iamserenataylor @Mattytargett I love MT because he's so understated - exactly the type of personality that we should be bringing to the club as we move into phase two of the project."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'id': '1534876086798102528', 'reply': '@iamserenataylor @Mattytargett You have just photo shopped Targett over Dan Ashworth 😭😭😂', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.13""}'}, {'id': '1534936580296679425', 'reply': '@cjlow_ @Mattytargett It doesn’t take so long for the media side to be done and never has. It’s not held up by media related duties. Our department and everyone in it have always been professional and we are not doing anything we never already did before. Just saying. 😊', 'classification': '{""prediction"":""Negative"",""Probability"":""0.34""}'}]"
2022-06-08 15:58:12+00:00,1534565466416480256,Getting ready for thin vendor event just reminded me why i don’t do them #stressed,Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,0,2,[],"[{'id': '1534567001988939782', 'reply': '@STLStylings Next week', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534566719137660934', 'reply': '@AQualityMess I just saw your TikTok! When is yours? Mines is Saturday', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'id': '1534566585586827264', 'reply': '@STLStylings Whew girl same', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}]"
2022-06-08 13:54:01+00:00,1534534213021614080,"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,0,0,['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'id': '1534577044276879362', 'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'id': '1534567076408459265', 'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'id': '1536433360624558081', 'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'id': '1536520173955473411', 'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'id': '1536616143942733825', 'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'id': '1536599528752701440', 'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}]"
2022-06-08 11:10:26+00:00,1534493047857328128,@matalan now confirming my order was infact in stock but they still cancelled it….???? I do not have time to re-order all this!! Jason Hargreaves this needs to be dealt with! #Stressed https://t.co/Pysqm1sYb7,Twitter for iPhone,Christine Sipka,Freonut,Brisbane,False,"Family * Gaming * Footy * Uni 
You are beautiful and can change the world if you first believe in yourself. 
#ForeverFreo",https://pbs.twimg.com/profile_images/552733105266503682/s2R2Nth4_normal.jpeg,0,0,[],"[{'id': '1534502889518940166', 'reply': '@smunro1988 Hi, please send us over a DM we will be happy to help', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]"
2022-06-09 04:41:27+00:00,1534757542508646400,"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #Cardano  #luna #terraluna #bitcoin #eth

https://t.co/pswXy5cjb1",Twitter Web App,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,1,5,[],"[{'id': '1534828954317688832', 'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
2022-06-09 04:40:46+00:00,1534757369682399232,"Crypto got you #stressed ? Try listening to relaxing rain sounds

#btc #xrp #xlm #luna #terraluna #bitcoin #dogecoin

https://t.co/pswXy5cjb1",Twitter Web App,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,0,1,[],"[{'id': '1534829600357982208', 'reply': '@Relaxy_Taxi 🚀 SHIBA MOVE RUN 🚀\n🔰Spywolf | Pinksale | InterFi Network KYC\n🔐Spywolf Audit\n✅SC:75 BNB - HC:150 BNB✅\n🕒Presale: https://t.co/CgjKdEMvhE\n\n07/06 15:00 (UTC) ~ 08/06 15:00 (UTC)\n$SMR: 0xeb48b42331F4C5D4458DD1c077E897dFFcb691b8 \nhttps://t.co/PaZlawg1nu', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.15""}'}]"
2022-06-08 21:30:16+00:00,1534649032420868096,@FortniteGame please fix this “friend request accepted” bug that happens every time we log into the game. #stressed #Fortnite #FortniteVibin,Twitter for iPhone,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,0,5,[],"[{'id': '1534905067068964865', 'reply': ""@ScottyWantsToNo @FortniteGame Yeah its really hard to vibe when you're getting constant pop ups every time you boot up the game going through your entire friend list. #vibekiller"", 'classification': '{""prediction"":""Negative"",""Probability"":""0.25""}'}]"
2022-06-08 18:19:41+00:00,1534601071359688704,More than a little delirious today. My last day in California for a while. #moving #tired #stressed,Twitter for iPhone,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,2,13,[],"[{'id': '1534632757787144192', 'reply': '@pianotm26 Thank you, Thomas!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534618421484146689', 'reply': '@DonCardenasArt Thanks very much!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534614321451347968', 'reply': '@LazyHorde Thank you!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534612465937522688', 'reply': '@schiekapedia Good luck!!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.08""}'}, {'id': '1534626077519319043', 'reply': '@schiekapedia Wishing you all the best in your journey down the highway!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'id': '1534614806661107712', 'reply': '@schiekapedia Take care and good luck!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]"
2022-06-08 16:06:10+00:00,1534567469649743872,When you literally get 11 minutes from the time your finger presses the button on the first image to get around several levels and places with cameras and lights at sjp till you take the last shot… #stressed but got the job done in record time! Welcome back @Mattytargett https://t.co/srmEUQJx5K,Twitter for iPhone,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,52,2036,"['https://pbs.twimg.com/media/FUvg-iCWUAAxnfy.jpg - 1348x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iDXoAEaWY5.jpg - 1204x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-iVXsAIZLgX.jpg - 1306x2048 - Alt: None', 'https://pbs.twimg.com/media/FUvg-n5XoAg0xTS.jpg - 1426x2048 - Alt: None']","[{'id': '1534936798958346240', 'reply': '@deezamc79 @Mattytargett And it got delayed…  I could’ve had at least 2 more minutes with 4 more backdrops… 🤣🤣', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'id': '1534824881904402432', 'reply': '@iamserenataylor @Mattytargett Loving your work! Great gig?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}, {'id': '1534652296126427136', 'reply': '@iamserenataylor @Mattytargett well done :)', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534652179604197377', 'reply': '@iamserenataylor @Mattytargett #NUFC https://t.co/oPimcb48aG', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534669046351859714', 'reply': '@manxpie86 @iamserenataylor @Mattytargett Twats dressed like twas and Matt Targett', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'id': '1534838650852233223', 'reply': '@iamserenataylor @MitchT1998 @Mattytargett Great work Serena ...keep it up plenty more to do this summer I reckon', 'classification': '{""prediction"":""Positive"",""Probability"":""0.15""}'}, {'id': '1534948442795122688', 'reply': '@iamserenataylor @Mattytargett Ahhh fairs.  I meant it in  a positive way suggesting maybe your team had grown or some stuff had been updated to help you kind of thing.  Maybe just the other departments are now a tad more professional lol.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'id': '1534801316073062400', 'reply': ""@iamserenataylor @Mattytargett I love MT because he's so understated - exactly the type of personality that we should be bringing to the club as we move into phase two of the project."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'id': '1534876086798102528', 'reply': '@iamserenataylor @Mattytargett You have just photo shopped Targett over Dan Ashworth 😭😭😂', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.13""}'}, {'id': '1534936580296679425', 'reply': '@cjlow_ @Mattytargett It doesn’t take so long for the media side to be done and never has. It’s not held up by media related duties. Our department and everyone in it have always been professional and we are not doing anything we never already did before. Just saying. 😊', 'classification': '{""prediction"":""Negative"",""Probability"":""0.34""}'}]"
2022-06-08 15:58:12+00:00,1534565466416480256,Getting ready for thin vendor event just reminded me why i don’t do them #stressed,Twitter for iPhone,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,0,2,[],"[{'id': '1534567001988939782', 'reply': '@STLStylings Next week', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'id': '1534566719137660934', 'reply': '@AQualityMess I just saw your TikTok! When is yours? Mines is Saturday', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}, {'id': '1534566585586827264', 'reply': '@STLStylings Whew girl same', 'classification': '{""prediction"":""Positive"",""Probability"":""0.32""}'}]"
2022-06-08 13:54:01+00:00,1534534213021614080,"Look at that, a year ago today since I paid my deposit on my @AsterGroupUK home &amp; I’ve still got no move date 😳 #delayedhousemove #Stressed #livinginlimbo #unsettled #fedup #justwanttomove https://t.co/XnKshioKEp",Twitter for iPhone,TrustedHealth.Info,TrustHealthInf,,False,Trusted Health Information,https://pbs.twimg.com/profile_images/1311774667481452544/GgP8UoqB_normal.jpg,0,0,['https://pbs.twimg.com/media/FUvCu7MWIAITPNa.jpg - 383x750 - Alt: None'],"[{'id': '1534577044276879362', 'reply': '@AsterGroupUK I’m in talks with team members &amp; now on level 2 of my complaints! People need to know how long they could be delayed, so they don’t end up severely out of pocket, almost homeless, stressed beyond belief &amp; living in limbo for a year or more!', 'classification': '{""prediction"":""Positive"",""Probability"":""0.41""}'}, {'id': '1534567076408459265', 'reply': '@jenstimp Hi Jen - sorry to hear this.  We understand our sales team are in communication about this but please drop us a DM if you’d like a member of the sales team to contact you.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'id': '1536433360624558081', 'reply': '@jenstimp Oh no, we’ve been looking at an Aster home. Which development is this if you don’t mind me asking?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.26""}'}, {'id': '1536520173955473411', 'reply': '@N1181xX This is in Basingstoke! Just had the terrible news that Premier (the warranty company) have walked away, so no warranty sign off! I’m almost out of money for my temporary rental, that I was meant to be in for 2 months, now over 6! My kids &amp; I are almost homeless now!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.02""}'}, {'id': '1536616143942733825', 'reply': '@N1181xX What did you see on Trustpilot? I’m just exhausted from it all &amp; communication is shockingly bad! They tried to offer me £500 in compensation, which doesn’t go anywhere near the cost to cover a months rent ffs!!! If I had any choice, I’d go elsewhere!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.23""}'}, {'id': '1536599528752701440', 'reply': '@jenstimp Oh my gosh! So sorry to hear all that, shocking! I really hope you and the kids get something sorted either way. I read some reviews on trustpilot which concerned me now this.', 'classification': '{""prediction"":""Negative"",""Probability"":""0.24""}'}]"
